,location,size,total_sqft,bath,price
8290,others,3,2770.0,4.0,290.0
8293,others,1,600.0,1.0,38.0
8296,others,2,1500.0,2.0,185.0
8297,others,2,840.0,2.0,45.0
8299,others,2,845.0,2.0,55.0
8300,others,3,2511.0,3.0,205.0
8303,others,2,1200.0,2.0,65.0
8304,others,3,1200.0,3.0,90.0
8308,others,2,782.0,2.0,55.68
8311,others,2,945.0,2.0,54.0
8315,others,3,2795.0,4.0,235.0
8317,others,3,1904.0,3.0,150.0
8318,others,3,2000.0,3.0,175.0
8324,others,7,1800.0,7.0,250.0
8326,others,3,912.0,2.0,70.0
8332,others,3,2405.0,4.0,260.0
8333,others,2,1500.0,2.0,115.0
8338,others,2,1060.0,2.0,60.0
8341,others,2,1285.0,2.0,72.5
8345,others,2,1280.0,2.0,69.0
8346,others,5,1200.0,5.0,170.0
8350,others,2,900.0,2.0,110.0
8355,others,3,1560.0,3.0,115.0
8358,others,4,1200.0,4.0,165.0
8361,others,2,1200.0,2.0,79.0
8363,others,3,1350.0,2.0,140.0
8364,others,3,1800.0,3.0,150.0
8368,others,3,1200.0,3.0,90.0
8369,others,3,2023.71,3.0,275.0
8375,others,3,2150.0,4.0,240.0
8378,others,4,3309.0,4.0,325.0
8379,others,11,5000.0,9.0,360.0
8381,others,2,1150.0,2.0,126.0
8384,others,2,1200.0,2.0,74.0
8389,others,2,720.0,2.0,45.0
8392,others,4,1200.0,3.0,165.0
8393,others,1,700.0,1.0,41.0
8396,others,2,1353.0,2.0,110.0
8397,others,1,1200.0,2.0,85.0
8403,others,2,1056.0,2.0,80.0
8406,others,3,1544.0,3.0,120.0
8407,others,2,1200.0,2.0,65.0
8408,others,1,540.0,1.0,36.0
8409,others,3,1578.0,3.0,180.0
8411,others,2,1600.0,2.0,115.0
8412,others,1,416.0,1.0,18.5
8415,others,1,834.0,1.0,60.0
8417,others,4,3000.0,5.0,260.0
8418,others,6,2160.0,5.0,250.0
8420,others,1,469.0,1.0,25.0
8425,others,2,1630.0,2.0,200.0
8429,others,4,4046.0,4.0,445.0
8431,others,2,1355.0,2.0,115.0
8432,others,1,600.0,1.0,50.0
8434,others,3,1875.0,3.0,165.0
8435,others,2,600.0,2.0,55.0
8441,others,3,1092.0,2.0,98.5
8444,others,3,1855.0,3.0,225.0
8446,others,5,1210.0,4.0,160.0
8449,others,1,425.0,1.0,20.03
8451,others,1,600.0,1.0,60.0
8452,others,2,1468.0,2.0,140.0
8453,others,4,4300.0,5.0,550.0
8455,others,2,775.0,2.0,55.0
8458,others,3,1352.0,3.0,135.0
8462,others,3,1976.0,3.0,184.0
8463,others,4,5500.0,4.0,600.0
8464,others,3,1200.0,3.0,95.0
8467,others,2,1180.0,2.0,69.0
8468,others,1,686.0,1.0,17.0
8470,others,4,1500.0,4.0,180.0
8472,others,2,1282.0,2.0,87.0
8475,others,2,1300.0,1.0,115.0
8476,others,1,530.0,1.0,20.0
8477,others,2,1350.0,2.0,80.0
8481,others,2,1141.0,2.0,62.0
8484,others,1,950.0,1.0,40.0
8494,others,4,1200.0,4.0,135.0
8496,others,3,1500.0,3.0,115.0
8498,others,1,750.0,1.0,56.25
8509,others,3,3095.0,3.0,350.0
8511,others,1,1200.0,1.0,28.0
8516,others,3,1560.0,3.0,188.0
8519,others,1,485.0,1.0,15.0
8525,others,3,1200.0,3.0,130.0
8526,others,2,1050.0,2.0,67.0
8532,others,2,1132.0,2.0,67.0
8537,others,2,1380.0,2.0,80.0
8540,others,4,4346.0,5.0,500.0
8542,others,3,2200.0,3.0,187.0
8543,others,3,3329.0,3.0,330.0
8544,others,4,3600.0,4.0,300.0
8545,others,4,3500.0,3.0,450.0
8547,others,2,1093.0,2.0,65.0
8549,others,3,750.0,2.0,75.0
8552,others,2,1100.0,2.0,62.7
8555,others,3,2197.0,4.0,280.0
8557,others,2,1100.0,2.0,60.0
8558,others,4,1600.0,3.0,172.0
8560,others,4,2000.0,3.0,166.0
8567,others,2,1200.0,2.0,66.0
8569,others,3,1525.0,2.0,122.0
8571,others,3,600.0,3.0,75.0
8574,others,4,2400.0,3.0,200.0
8575,others,2,1000.0,2.0,130.0
8577,others,2,3040.0,1.0,180.0
8579,others,3,1390.0,3.0,120.0
8581,others,2,1135.0,2.0,68.0
8582,others,2,900.0,2.0,55.0
8586,others,3,2500.0,3.0,250.0
8590,others,2,1269.72,2.0,68.0
8602,others,3,2000.0,3.0,210.0
8603,others,5,2400.0,4.0,300.0
8604,others,3,1760.0,3.0,176.0
8605,others,1,595.0,1.0,42.0
8610,others,2,1170.0,2.0,86.0
8611,others,4,2200.0,4.0,235.0
8613,others,27,8000.0,27.0,230.0
8620,others,3,1650.0,3.0,175.0
8627,others,3,1650.0,4.0,160.0
8628,others,2,800.0,2.0,50.0
8629,others,2,1225.0,2.0,150.0
8631,others,4,3675.0,4.0,367.0
8632,others,2,1200.0,2.0,150.0
8635,others,3,600.0,2.0,60.0
8637,others,2,1350.0,2.0,80.0
8640,others,2,1188.0,2.0,73.0
8642,others,2,680.0,2.0,42.0
8645,others,2,955.0,2.0,53.55
8647,others,3,2479.13,3.0,215.0
8648,others,2,1100.0,2.0,106.0
8652,others,1,650.0,1.0,26.0
8654,others,3,2000.0,3.0,207.0
8655,others,2,1050.0,2.0,110.0
8657,others,3,2204.0,2.0,305.0
8666,others,1,500.0,1.0,20.0
8668,others,3,3155.0,4.0,370.0
8670,others,2,1265.0,2.0,70.0
8671,others,2,1012.0,2.0,59.0
8672,others,3,2045.0,4.0,154.0
8674,others,6,2400.0,4.0,280.0
8675,others,1,581.91,2.0,25.0
8676,others,3,1158.0,2.0,85.0
8677,others,2,925.0,2.0,51.0
8678,others,2,1415.0,2.0,110.0
8680,others,2,500.0,2.0,70.0
8681,others,2,432.0,2.0,40.0
8683,others,4,4750.0,5.0,600.0
8684,others,3,1840.0,3.0,155.0
8685,others,2,1350.0,2.0,185.0
8686,others,2,824.0,2.0,60.0
8687,others,3,1340.0,2.0,100.0
8689,others,3,1533.0,3.0,115.0
8691,others,4,800.0,4.0,80.0
8693,others,1,750.0,1.0,25.0
8696,others,3,720.0,3.0,65.0
8704,others,5,1200.0,6.0,137.0
8705,others,2,1140.0,2.0,76.0
8706,others,2,1198.0,2.0,84.0
8707,others,4,4000.0,4.0,520.0
8709,others,2,1370.0,2.0,75.0
8713,others,2,1000.0,1.0,55.0
8714,others,2,1200.0,2.0,125.0
8718,others,1,1050.0,1.0,70.0
8721,others,4,1200.0,4.0,169.0
8728,others,1,400.0,1.0,14.0
8732,others,4,4800.0,5.0,629.0
8733,others,2,1200.0,2.0,70.0
8736,others,2,1100.0,2.0,60.0
8738,others,2,1300.0,2.0,79.0
8740,others,4,3500.0,4.0,350.0
8742,others,3,1000.0,2.0,110.0
8748,others,3,2400.0,3.0,260.0
8753,others,2,1452.55,2.0,110.0
8755,others,2,1170.0,2.0,105.0
8759,others,3,3095.0,3.0,375.0
8763,others,4,3600.0,4.0,365.0
8768,others,3,1650.0,3.0,165.0
8769,others,3,1550.0,2.0,150.0
8774,others,2,1030.0,2.0,61.0
8775,others,1,600.0,1.0,32.0
8776,others,2,1165.0,2.0,135.0
8781,others,2,1315.0,2.0,90.0
8782,others,2,1210.0,2.0,72.0
8787,others,2,1170.0,2.0,68.0
8788,others,2,1600.0,2.0,110.0
8793,others,3,1980.0,3.0,224.0
8796,others,3,1900.0,3.0,160.0
8798,others,2,1100.0,2.0,75.0
8802,others,3,3515.0,3.0,420.0
8804,others,2,1100.0,2.0,70.0
8808,others,1,700.0,1.0,41.0
8813,others,3,3000.0,3.0,250.0
8814,others,2,1100.0,2.0,61.0
8815,others,1,1260.0,1.0,41.0
8816,others,1,1500.0,1.0,37.5
8817,others,1,600.0,1.0,17.0
8819,others,2,1165.0,2.0,75.0
8826,others,3,2400.0,4.0,325.0
8828,others,2,1463.0,1.0,142.0
8830,others,3,2401.0,3.0,185.0
8831,others,3,1875.0,2.0,235.0
8834,others,1,890.0,1.0,75.0
8837,others,3,2400.0,3.0,290.0
8842,others,2,1350.0,2.0,90.0
8845,others,1,800.0,1.0,52.0
8847,others,5,1100.0,4.0,150.0
8849,others,2,792.0,2.0,70.0
8855,others,1,461.82,1.0,31.7
8859,others,2,1260.0,2.0,75.0
8863,others,3,2820.0,3.0,285.0
8866,others,3,1350.0,2.0,140.0
8867,others,4,4051.0,4.0,345.0
8868,others,3,2100.0,3.0,170.0
8869,others,3,1991.0,3.0,160.0
8873,others,4,3000.0,4.0,342.0
8876,others,2,1375.0,2.0,105.0
8888,others,2,1058.0,2.0,60.0
8889,others,1,900.0,1.0,30.0
8890,others,3,1672.0,3.0,150.0
8893,others,3,1250.0,3.0,139.0
8894,others,2,1468.0,3.0,130.0
8898,others,3,1480.0,2.0,145.0
8901,others,3,2280.0,3.0,285.0
8902,others,3,2000.0,3.0,200.0
8908,others,2,1125.0,2.0,75.0
8910,others,6,1200.0,5.0,150.0
8911,others,6,1200.0,7.0,170.0
8912,others,3,1639.0,3.0,123.0
8914,others,3,1740.0,3.0,199.0
8917,others,5,6200.0,5.0,720.0
8920,others,2,925.0,2.0,63.0
8922,others,2,1200.0,2.0,79.0
8923,others,3,2500.0,3.0,270.0
8924,others,4,1584.0,3.0,145.0
8926,others,3,3000.0,3.0,400.0
8930,others,3,1750.0,3.0,180.0
8931,others,2,1500.0,1.0,160.0
8932,others,6,2100.0,6.0,275.0
8934,others,1,705.0,1.0,36.5
8939,others,1,1260.0,1.0,41.0
8940,others,2,1200.0,2.0,125.0
8941,others,4,1270.0,2.0,175.0
8942,others,3,1200.0,3.0,130.0
8943,others,4,3595.0,6.0,360.0
8945,others,4,3100.0,5.0,385.0
8947,others,4,1200.0,4.0,150.0
8948,others,3,3259.0,3.0,270.0
8951,others,1,596.0,1.0,42.0
8952,others,16,10000.0,16.0,550.0
8953,others,4,1200.0,4.0,110.0
8954,others,3,1910.0,3.0,190.0
8957,others,3,1750.0,3.0,149.0
8959,others,2,985.0,2.0,63.0
8960,others,2,1300.0,2.0,129.0
8965,others,1,650.0,1.0,30.0
8967,others,4,1350.0,4.0,145.0
8968,others,1,910.0,1.0,42.0
8971,others,1,532.0,1.0,22.49
8974,others,2,1550.0,2.0,160.0
8978,others,2,1000.0,2.0,80.0
8981,others,3,1865.0,4.0,140.0
8991,others,2,675.0,3.0,52.0
8992,others,3,1801.0,3.0,139.0
8994,others,4,2990.0,4.0,324.0
8995,others,2,2400.0,2.0,160.0
8997,others,2,1150.0,2.0,75.0
8998,others,3,1200.0,3.0,165.0
9011,others,3,1839.0,3.0,165.0
9013,others,2,900.0,2.0,70.0
9015,others,3,1500.0,3.0,149.0
9018,others,1,750.0,2.0,50.0
9019,others,2,600.0,3.0,75.0
9024,others,2,1200.0,2.0,70.0
9025,others,2,1200.0,2.0,160.0
9026,others,3,1904.0,3.0,155.0
9027,others,3,2770.0,4.0,315.0
9028,others,1,813.0,1.0,39.0
9037,others,2,1280.0,2.0,75.0
9038,others,1,735.0,1.0,75.0
9039,others,1,500.0,1.0,24.0
9041,others,3,1200.0,4.0,145.0
9042,others,2,1200.0,2.0,100.0
9043,others,3,1200.0,3.0,160.0
9049,others,2,1030.0,2.0,77.25
9051,others,3,2000.0,3.0,160.0
9055,others,2,1380.0,2.0,75.0
9060,others,3,3100.0,3.0,250.0
9061,others,2,1190.0,2.0,100.0
9066,others,4,971.0,2.0,135.0
9071,others,4,1200.0,4.0,170.0
9072,others,4,1200.0,4.0,140.0
9075,others,2,1097.0,2.0,65.0
9076,others,4,1600.0,3.0,165.0
9078,others,2,900.0,2.0,110.0
9079,others,2,1200.0,2.0,125.0
9080,others,2,1355.0,2.0,75.0
9082,others,4,7500.0,4.0,900.0
9085,others,4,4104.0,4.0,360.0
9086,others,4,1150.0,3.0,110.0
9089,others,2,2080.0,2.0,150.0
9090,others,2,1505.0,2.0,90.0
9091,others,3,1200.0,3.0,95.75
9092,others,3,1810.0,4.0,148.0
9099,others,3,1500.0,2.0,130.0
9103,others,2,1400.0,2.0,80.0
9104,others,6,1790.0,5.0,250.0
9105,others,3,1533.0,3.0,150.0
9107,others,4,3730.0,6.0,450.0
9108,others,2,745.0,2.0,50.0
9110,others,2,1355.0,2.0,95.0
9111,others,1,833.0,1.0,49.0
9113,others,4,3000.0,5.0,270.0
9114,others,2,1220.0,2.0,68.0
9115,others,4,3811.0,3.0,475.0
9118,others,2,1350.0,2.0,110.0
9121,others,5,1200.0,4.0,120.0
9127,others,4,1280.0,4.0,115.0
9130,others,3,1655.0,3.0,155.0
9131,others,2,1150.0,2.0,74.0
9133,others,3,1200.0,2.0,108.0
9134,others,2,1200.0,2.0,75.0
9139,others,2,1500.0,2.0,203.0
9140,others,9,1800.0,9.0,180.0
9143,others,9,4500.0,9.0,500.0
9145,others,2,600.0,3.0,85.0
9147,others,3,1550.0,3.0,160.0
9151,others,4,3179.0,5.0,351.0
9153,others,2,1200.0,3.0,85.0
9155,others,3,1800.0,3.0,140.0
9158,others,4,3900.0,4.0,333.0
9159,others,3,2400.0,4.0,200.0
9163,others,2,950.0,2.0,60.0
9167,others,3,600.0,3.0,54.0
9170,others,3,1900.0,3.0,205.0
9173,others,4,1150.0,4.0,110.0
9175,others,3,2100.0,3.0,240.0
9179,others,3,1200.0,3.0,140.0
9180,others,2,814.0,2.0,55.0
9183,others,3,1590.0,3.0,120.0
9184,others,4,3754.0,6.0,430.0
9189,others,2,1340.0,2.0,77.0
9194,others,4,2300.0,4.0,200.0
9195,others,2,1210.0,2.0,76.0
9200,others,2,1065.0,2.0,58.0
9204,others,4,3600.0,4.0,450.0
9211,others,2,1000.0,1.0,75.0
9214,others,2,1170.0,2.0,86.0
9216,others,2,850.0,2.0,75.0
9221,others,2,1150.0,2.0,125.0
9224,others,3,2550.0,4.0,290.0
9225,others,4,3080.0,2.0,285.0
9227,others,4,3400.0,6.0,420.0
9228,others,1,450.0,1.0,25.0
9229,others,2,1100.0,2.0,85.0
9231,others,6,1350.0,6.0,160.0
9233,others,4,900.0,4.0,75.0
9236,others,2,1036.0,2.0,110.0
9239,others,4,1376.0,4.0,156.0
9243,others,4,1100.0,5.0,121.0
9245,others,2,1080.0,2.0,62.0
9249,others,3,1475.0,2.0,200.0
9250,others,3,1200.0,3.0,96.25
9253,others,2,830.0,2.0,60.0
9254,others,2,1500.0,2.0,88.0
9257,others,2,856.0,2.0,48.0
9258,others,2,1143.0,2.0,62.0
9260,others,2,1117.0,2.0,110.0
9261,others,1,600.0,1.0,43.0
9266,others,4,2675.0,4.0,290.0
9271,others,4,3500.0,5.0,450.0
9276,others,2,1020.0,2.0,62.0
9277,others,4,3563.0,6.0,310.0
9280,others,4,3300.0,5.0,318.0
9281,others,3,1200.0,3.0,165.0
9285,others,3,1718.0,3.0,223.0
9287,others,2,985.0,2.0,55.0
9292,others,2,1030.0,2.0,80.0
9294,others,2,1150.0,2.0,69.0
9298,others,2,900.0,2.0,55.0
9303,others,4,1750.0,2.0,225.0
9305,others,2,1100.0,2.0,78.0
9306,others,2,1180.0,2.0,74.0
9310,others,3,1800.0,3.0,230.0
9314,others,1,500.0,1.0,15.0
9317,others,7,1500.0,6.0,210.0
9322,others,2,922.0,2.0,70.0
9323,others,2,850.0,2.0,72.0
9324,others,2,1200.0,1.0,65.0
9326,others,2,1233.0,2.0,100.0
9339,others,5,1200.0,4.0,130.0
9340,others,3,1500.0,3.0,138.0
9341,others,2,700.0,2.0,43.0
9342,others,3,1750.0,3.0,170.0
9344,others,3,800.0,2.0,80.0
9347,others,2,708.0,1.0,55.0
9348,others,3,1680.0,3.0,135.0
9349,others,2,990.0,2.0,58.0
9350,others,2,1240.0,2.0,100.0
9352,others,3,2005.0,3.0,240.0
9355,others,2,1000.0,2.0,97.0
9360,others,1,1200.0,2.0,45.0
9362,others,3,600.0,2.0,85.0
9366,others,1,840.0,1.0,75.0
9368,others,4,3900.0,5.0,550.0
9370,others,2,600.0,1.0,52.0
9371,others,3,1670.0,3.0,160.0
9375,others,5,2400.0,5.0,285.0
9381,others,2,905.0,2.0,50.0
9382,others,3,1495.0,3.0,200.0
9384,others,1,550.0,1.0,23.0
9390,others,3,1750.0,3.0,150.0
9393,others,2,1191.0,2.0,90.0
9396,others,4,2849.0,5.0,250.0
9401,others,2,827.0,2.0,45.0
9409,others,2,1205.0,2.0,70.0
9417,others,3,1900.0,3.0,155.0
9418,others,2,1200.0,1.0,95.0
9420,others,2,1100.0,2.0,61.0
9422,others,2,1100.0,2.0,110.0
9423,others,3,1942.0,3.0,155.0
9425,others,3,600.0,4.0,81.0
9437,others,1,1200.0,1.0,69.0
9440,others,1,1200.0,1.0,48.0
9444,others,2,1190.0,2.0,70.0
9447,others,4,1800.0,5.0,250.0
9449,others,2,1250.0,2.0,68.0
9450,others,2,1290.0,1.0,77.5
9452,others,2,1464.0,2.0,145.0
9453,others,2,1200.0,2.0,75.0
9455,others,4,1050.0,4.0,90.0
9457,others,3,1485.0,2.0,156.0
9461,others,2,800.0,2.0,55.0
9463,others,3,1480.0,2.0,125.0
9465,others,2,1500.0,2.0,130.0
9469,others,3,1602.0,2.0,165.0
9470,others,4,1200.0,4.0,130.0
9471,others,3,1800.0,3.0,220.0
9478,others,3,2700.0,3.0,200.0
9481,others,3,1490.0,2.0,115.0
9484,others,2,1020.0,2.0,60.0
9485,others,1,550.0,1.0,16.0
9488,others,3,3664.0,3.0,325.0
9489,others,2,690.0,2.0,42.0
9493,others,2,1250.0,2.0,90.0
9494,others,3,1900.0,2.0,190.0
9497,others,3,1602.0,2.0,170.0
9498,others,2,1230.0,2.0,70.0
9500,others,1,450.0,1.0,60.0
9501,others,1,600.0,2.0,23.0
9503,others,4,3463.0,6.0,310.0
9504,others,2,1200.0,2.0,85.0
9508,others,4,1350.0,4.0,140.0
9511,others,2,1175.0,2.0,79.0
9513,others,2,1112.0,2.0,68.0
9516,others,2,1158.0,2.0,75.0
9519,others,2,1200.0,2.0,90.0
9520,others,2,1266.67,2.0,69.0
9522,others,3,800.0,3.0,60.0
9523,others,2,2000.0,2.0,160.0
9525,others,5,1000.0,5.0,140.0
9528,others,4,2679.0,5.0,280.0
9529,others,2,1230.0,2.0,75.0
9532,others,2,2400.0,2.0,135.0
9533,others,2,880.0,2.0,48.0
9538,others,2,1022.0,2.0,57.0
9539,others,4,882.0,3.0,72.0
9540,others,3,600.0,3.0,65.0
9541,others,2,1200.0,2.0,76.0
9548,others,2,1333.0,2.0,77.27
9549,others,3,1100.0,3.0,110.0
9550,others,2,1050.0,2.0,70.0
9555,others,4,1200.0,4.0,165.0
9556,others,3,1100.0,2.0,145.0
9558,others,3,1200.0,3.0,99.0
9561,others,2,1000.0,2.0,60.0
9564,others,2,1012.0,2.0,59.0
9567,others,4,1200.0,4.0,140.0
9568,others,2,600.0,2.0,39.0
9576,others,3,646.0,2.0,65.0
9578,others,3,1080.0,3.0,149.0
9581,others,4,1200.0,3.0,160.0
9583,others,3,2456.0,3.0,220.0
9585,others,2,1530.0,2.0,185.0
9591,others,2,1475.0,2.0,171.0
9593,others,1,650.0,1.0,16.0
9601,others,4,2400.0,4.0,250.0
9606,others,2,1044.0,2.0,60.0
9610,others,3,1567.2,2.0,190.0
9612,others,9,2400.0,8.0,325.0
9616,others,2,1293.0,2.0,75.0
9618,others,2,860.0,2.0,65.5
9624,others,1,834.0,1.0,62.0
9625,others,1,600.0,1.0,52.0
9628,others,3,2750.0,3.0,260.0
9632,others,2,1280.0,2.0,90.0
9634,others,3,2075.0,3.0,175.0
9637,others,4,1050.0,4.0,90.0
9644,others,2,900.0,3.0,105.0
9649,others,1,470.0,2.0,10.0
9651,others,3,1313.0,4.0,150.0
9655,others,3,2665.0,3.0,350.0
9657,others,4,3500.0,5.0,450.0
9659,others,4,1140.0,3.0,145.0
9666,others,3,600.0,3.0,70.0
9668,others,6,2400.0,5.0,300.0
9670,others,2,1235.0,2.0,140.0
9671,others,3,3200.0,3.0,260.0
9673,others,4,3754.0,6.0,480.0
9677,others,3,1200.0,2.0,100.0
9678,others,2,1205.0,2.0,70.0
9682,others,2,1250.0,2.0,67.0
9685,others,1,375.0,1.0,26.0
9686,others,2,800.0,3.0,59.5
9689,others,2,1400.0,2.0,85.0
9691,others,2,925.0,2.0,70.0
9694,others,4,3500.0,2.0,350.0
9697,others,3,2100.0,4.0,255.0
9698,others,1,400.0,1.0,35.0
9702,others,1,6000.0,1.0,276.0
9703,others,1,825.0,2.0,40.0
9705,others,4,5000.0,5.0,600.0
9707,others,4,4800.0,5.0,420.0
9708,others,3,3400.0,3.0,400.0
9709,others,1,600.0,1.0,33.0
9713,others,1,800.0,1.0,72.0
9716,others,1,655.0,1.0,27.0
9717,others,2,1196.0,2.0,96.0
9718,others,2,927.0,2.0,50.0
9719,others,1,600.0,1.0,18.0
9720,others,3,780.0,3.0,75.0
9725,others,2,800.0,2.0,85.0
9726,others,2,985.0,2.0,57.0
9727,others,11,6000.0,12.0,150.0
9729,others,2,600.0,2.0,80.0
9736,others,4,3060.0,4.0,350.0
9737,others,1,800.0,1.0,32.0
9739,others,1,600.0,1.0,35.0
9740,others,2,1010.0,2.0,55.0
9744,others,4,3978.0,4.0,428.0
9747,others,3,2008.0,3.0,170.0
9751,others,4,1350.0,4.0,160.0
9752,others,1,500.0,1.0,20.0
9753,others,3,1280.0,2.0,100.0
9757,others,2,1044.0,2.0,85.0
9759,others,2,840.0,1.0,99.0
9762,others,4,3870.0,4.0,411.0
9764,others,3,1835.0,3.0,175.0
9767,others,1,425.0,1.0,15.0
9770,others,4,2380.0,4.0,242.0
9771,others,2,900.0,1.0,70.0
9772,others,2,1517.0,2.0,125.0
9778,others,1,510.0,1.0,34.0
9779,others,2,1166.0,2.0,65.0
9780,others,3,2700.0,2.0,260.0
9781,others,3,1350.0,2.0,175.0
9783,others,2,940.0,2.0,56.0
9788,others,2,1000.0,2.0,63.0
9793,others,3,1804.0,3.0,150.0
9796,others,4,3000.0,3.0,300.0
9800,others,4,1200.0,4.0,110.0
9802,others,2,1217.0,2.0,164.0
9805,others,1,600.0,1.0,45.0
9806,others,1,672.0,1.0,27.0
9809,others,5,1200.0,4.0,150.0
9811,others,3,2350.0,3.0,210.0
9814,others,1,560.0,1.0,19.0
9816,others,1,520.0,2.0,29.0
9817,others,3,1950.0,3.0,230.0
9818,others,1,600.0,1.0,58.0
9819,others,1,1000.0,1.0,19.0
9821,others,1,375.0,1.0,40.0
9829,others,2,1130.0,2.0,74.0
9830,others,2,1407.0,2.0,83.87
9832,others,4,1350.0,4.0,160.0
9833,others,4,2375.0,3.0,260.0
9834,others,2,1200.0,2.0,67.0
9835,others,3,1872.0,3.0,152.0
9838,others,1,812.0,1.0,26.0
9840,others,1,600.0,2.0,35.0
9859,others,2,1050.0,2.0,65.0
9860,others,2,905.0,2.0,50.0
9864,others,3,3155.0,3.0,315.0
9869,others,3,1464.0,2.0,135.0
9871,others,2,1200.0,2.0,75.0
9872,others,3,1707.0,3.0,171.0
9873,others,1,565.0,1.0,33.0
9874,others,1,630.0,2.0,70.0
9875,others,2,1000.0,2.0,55.0
9880,others,2,1100.0,2.0,70.0
9881,others,1,420.0,1.0,23.5
9883,others,2,1225.0,2.0,71.05
9886,others,2,3760.0,2.0,280.0
9887,others,3,3071.0,4.0,300.0
9893,others,1,560.0,1.0,21.0
9896,others,3,2250.0,3.0,180.0
9898,others,1,1350.0,2.0,45.0
9899,others,2,1209.0,2.0,100.0
9901,others,2,1000.0,2.0,60.0
9903,others,4,1200.0,4.0,130.0
9904,others,3,2250.0,3.0,199.0
9905,others,4,3700.0,4.0,314.0
9907,others,3,1405.0,3.0,169.0
9908,others,4,4800.0,6.0,420.0
9912,others,1,500.0,1.0,16.0
9913,others,3,1600.0,3.0,180.0
9915,others,1,648.0,1.0,34.0
9919,others,2,1080.0,2.0,64.0
9920,others,2,1100.0,2.0,61.0
9923,others,1,535.0,1.0,35.0
9927,others,2,1145.0,2.0,63.0
9928,others,4,3420.0,3.0,410.0
9929,others,2,1280.0,2.0,75.0
9930,others,2,680.0,3.0,60.0
9935,others,2,1050.0,2.0,110.0
9936,others,2,1541.0,2.0,181.0
9937,others,2,1275.0,2.0,105.0
9938,others,3,2048.0,3.0,206.0
9947,others,4,1200.0,2.0,140.0
9951,others,2,1160.0,2.0,75.0
9957,others,2,1155.0,2.0,65.0
9961,others,2,984.0,2.0,125.0
9962,others,2,1148.0,2.0,69.0
9965,others,4,3000.0,4.0,264.0
9967,others,2,1320.0,2.0,90.0
9971,others,2,1230.0,2.0,68.0
9973,others,4,4560.0,5.0,430.0
9975,others,3,600.0,2.0,85.0
9979,others,5,3000.0,4.0,300.0
9980,others,3,1560.0,2.0,125.0
9982,others,2,1012.0,2.0,59.0
9983,others,2,1245.0,2.0,120.0
9984,others,3,1485.0,2.0,110.0
9987,others,2,1489.0,2.0,101.0
9988,others,4,2800.0,4.0,365.0
9993,others,3,1903.0,3.0,165.0
9998,others,1,551.0,1.0,30.0
10000,others,1,550.0,1.0,16.0
10006,others,3,1603.0,2.0,125.0
10007,others,3,2180.0,3.0,285.0
10008,others,1,450.0,1.0,30.0
10009,others,4,3000.0,4.0,301.0
10012,others,2,1275.0,2.0,69.0
10014,others,3,1623.0,3.0,155.0
10016,others,1,900.0,1.0,52.3
10022,others,2,1200.0,2.0,110.0
10024,others,3,2648.0,3.0,238.0
10029,others,4,4800.0,4.0,420.0
10030,others,2,1163.0,2.0,68.0
10031,others,1,801.0,1.0,33.645
10036,others,2,998.0,2.0,65.0
10037,others,10,3300.0,9.0,450.0
10038,others,2,1040.0,2.0,78.0
10041,others,3,1907.0,2.0,200.0
10042,others,2,1330.0,2.0,80.0
10043,others,3,4446.0,3.0,410.0
10052,others,3,1092.0,3.0,95.0
10058,others,2,1130.0,2.0,75.0
10060,others,3,1900.0,3.0,190.0
10062,others,4,1200.0,4.0,110.0
10063,others,3,1630.0,3.0,131.0
10064,others,1,1050.0,2.0,41.0
10066,others,3,3210.0,4.0,380.0
10067,others,13,5425.0,13.0,275.0
10068,others,4,1200.0,4.0,135.0
10071,others,4,4041.0,4.0,345.0
10072,others,1,620.0,1.0,25.0
10073,others,2,1210.0,2.0,75.0
10076,others,2,1200.0,1.0,70.0
10078,others,2,1200.0,3.0,70.0
10080,others,2,1130.0,2.0,68.0
10082,others,3,857.0,3.0,95.0
10085,others,3,2750.0,5.0,275.0
10086,others,2,800.0,2.0,55.0
10087,others,2,1244.0,2.0,95.0
10088,others,3,1500.0,4.0,180.0
10089,others,2,1200.0,2.0,75.0
10090,others,1,400.0,2.0,50.0
10094,others,1,1200.0,1.0,48.0
10099,others,2,1450.0,2.0,90.0
10101,others,1,10030.0,1.0,150.0
10103,others,3,2300.0,3.0,280.0
10107,others,2,925.0,2.0,55.0
10109,others,2,1400.0,2.0,160.0
10111,others,2,703.0,2.0,60.0
10113,others,6,1200.0,6.0,160.0
10115,others,1,600.0,1.0,20.0
10116,others,4,4382.0,4.0,400.0
10117,others,3,1030.0,2.0,77.25
10120,others,2,1293.0,2.0,80.0
10123,others,2,1000.0,2.0,66.0
10125,others,2,1200.0,2.0,135.0
10133,others,2,975.0,2.0,60.0
10136,others,1,1500.0,2.0,85.0
10139,others,2,1200.0,4.0,138.0
10140,others,2,1100.0,2.0,68.0
10141,others,6,4000.0,6.0,460.0
10143,others,4,2950.0,4.0,250.0
10144,others,3,1464.0,2.0,115.0
10149,others,2,1415.0,2.0,120.0
10154,others,3,2400.0,2.0,185.0
10157,others,2,1025.0,2.0,65.0
10158,others,2,1020.0,2.0,70.0
10159,others,2,1155.0,2.0,69.0
10160,others,3,2030.0,2.0,182.0
10162,others,3,2900.0,3.0,325.0
10166,others,2,1500.0,2.0,145.0
